Host.Species,Lake,Year,Julian.Day,Julian,Date,Total,pasteuria.inf,metsch.inf,scarlet.inf,brood.inf,larssonia.inf,spider.inf,gurleya.inf,micG.inf,pasteuria.prev,metsch.prev,scarlet.prev,brood.prev,larssonia.prev,spider.prev,gurleya.prev,micG.prev,Host.Density,Total.Density,Dentifera.density,Pulicaria.density,Retrocurva.density,Ceriodaphnia.density,Dubia.density,Parvula.density,Ambigua.density,Mendotae.density
ambigua,Appleton,2015,2015273,273,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,27663.6,4300,6593.4,7955.1,215,8600.1,0,0,0
mendotae,Appleton,2015,2015273,273,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,27663.6,4300,6593.4,7955.1,215,8600.1,0,0,0
ambigua,Appleton,2015,2015285,285,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,8528.3,4730,1290,430,215,1863.3,0,0,0
mendotae,Appleton,2015,2015285,285,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,8528.3,4730,1290,430,215,1863.3,0,0,0
ambigua,Appleton,2015,2015301,301,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,29885.2,9245.1,860,6306.7,0,13473.4,0,0,0
mendotae,Appleton,2015,2015301,301,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,29885.2,9245.1,860,6306.7,0,13473.4,0,0,0
parvula,Appleton,2015,2015315,315,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,30100.3,2293.4,860,14906.8,0,12040.1,0,0,0
ambigua,Appleton,2015,2015315,315,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,30100.3,2293.4,860,14906.8,0,12040.1,0,0,0
mendotae,Appleton,2015,2015315,315,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,30100.3,2293.4,860,14906.8,0,12040.1,0,0,0
parvula,Bruin,2015,2015195,195,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,76827.3,12326.8,42570.3,14190.1,0,7740.1,0,0,0
ambigua,Bruin,2015,2015195,195,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,76827.3,12326.8,42570.3,14190.1,0,7740.1,0,0,0
mendotae,Bruin,2015,2015195,195,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,76827.3,12326.8,42570.3,14190.1,0,7740.1,0,0,0
ceriodaphnia,Bruin,2015,2015209,209,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,41280.4,7955.1,9890.1,13975.1,0,9460.1,0,0,0
parvula,Bruin,2015,2015209,209,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,41280.4,7955.1,9890.1,13975.1,0,9460.1,0,0,0
ambigua,Bruin,2015,2015209,209,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,41280.4,7955.1,9890.1,13975.1,0,9460.1,0,0,0
mendotae,Bruin,2015,2015209,209,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,41280.4,7955.1,9890.1,13975.1,0,9460.1,0,0,0
ceriodaphnia,Bruin,2015,2015223,223,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,90014.1,6020,35547,26086.9,0,22360.2,0,0,0
parvula,Bruin,2015,2015223,223,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,90014.1,6020,35547,26086.9,0,22360.2,0,0,0
ambigua,Bruin,2015,2015223,223,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,90014.1,6020,35547,26086.9,0,22360.2,0,0,0
mendotae,Bruin,2015,2015223,223,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,90014.1,6020,35547,26086.9,0,22360.2,0,0,0
ceriodaphnia,Bruin,2015,2015237,237,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,43860.4,4873.4,13186.8,15480.1,0,10320.1,0,0,0
parvula,Bruin,2015,2015237,237,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,43860.4,4873.4,13186.8,15480.1,0,10320.1,0,0,0
ambigua,Bruin,2015,2015237,237,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,43860.4,4873.4,13186.8,15480.1,0,10320.1,0,0,0
mendotae,Bruin,2015,2015237,237,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,43860.4,4873.4,13186.8,15480.1,0,10320.1,0,0,0
ceriodaphnia,Bruin,2015,2015252,252,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,13401.8,7955.1,3583.4,430,0,1433.3,0,0,0
parvula,Bruin,2015,2015252,252,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,13401.8,7955.1,3583.4,430,0,1433.3,0,0,0
ambigua,Bruin,2015,2015252,252,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,13401.8,7955.1,3583.4,430,0,1433.3,0,0,0
mendotae,Bruin,2015,2015252,252,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,13401.8,7955.1,3583.4,430,0,1433.3,0,0,0
ceriodaphnia,Bruin,2015,2015266,266,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,7525,3440,1935,1505,0,645,0,0,0
parvula,Bruin,2015,2015266,266,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,7525,3440,1935,1505,0,645,0,0,0
ambigua,Bruin,2015,2015266,266,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,7525,3440,1935,1505,0,645,0,0,0
mendotae,Bruin,2015,2015266,266,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,7525,3440,1935,1505,0,645,0,0,0
ceriodaphnia,Bruin,2015,2015280,280,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,18705.1,5375,860,10965.1,0,1505,0,0,0
parvula,Bruin,2015,2015280,280,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,18705.1,5375,860,10965.1,0,1505,0,0,0
ambigua,Bruin,2015,2015280,280,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,18705.1,5375,860,10965.1,0,1505,0,0,0
mendotae,Bruin,2015,2015280,280,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,18705.1,5375,860,10965.1,0,1505,0,0,0
ceriodaphnia,Bruin,2015,2015294,294,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,5033,1329.1,78.2,3547.5,0,78.2,0,0,0
parvula,Bruin,2015,2015294,294,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,5033,1329.1,78.2,3547.5,0,78.2,0,0,0
ambigua,Bruin,2015,2015294,294,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,5033,1329.1,78.2,3547.5,0,78.2,0,0,0
mendotae,Bruin,2015,2015294,294,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,5033,1329.1,78.2,3547.5,0,78.2,0,0,0
dentifera,Bruin,2015,2015318,318,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1612.5,8600.1,1612.5,0,6880.1,107.5,0,0,0,0
pulicaria,Bruin,2015,2015318,318,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,8600.1,1612.5,0,6880.1,107.5,0,0,0,0
retrocurva,Bruin,2015,2015318,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6880.1,8600.1,1612.5,0,6880.1,107.5,0,0,0,0
ceriodaphnia,Bruin,2015,2015318,318,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,107.5,8600.1,1612.5,0,6880.1,107.5,0,0,0,0
dubia,Bruin,2015,2015318,318,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,8600.1,1612.5,0,6880.1,107.5,0,0,0,0
parvula,Bruin,2015,2015318,318,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,8600.1,1612.5,0,6880.1,107.5,0,0,0,0
ambigua,Bruin,2015,2015318,318,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,8600.1,1612.5,0,6880.1,107.5,0,0,0,0
mendotae,Bruin,2015,2015318,318,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,8600.1,1612.5,0,6880.1,107.5,0,0,0,0
ceriodaphnia,Appleton,2016,2016200,200,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,49450.4,5160,12470.1,24080.2,0,7453.4,0,286.7,0
parvula,Appleton,2016,2016200,200,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,49450.4,5160,12470.1,24080.2,0,7453.4,0,286.7,0
mendotae,Appleton,2016,2016200,200,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,49450.4,5160,12470.1,24080.2,0,7453.4,0,286.7,0
ambigua,Appleton,2016,2016243,243,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,56617.2,12470.1,11610.1,23650.2,0,8600.1,286.7,0,0
mendotae,Appleton,2016,2016243,243,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,56617.2,12470.1,11610.1,23650.2,0,8600.1,286.7,0,0
parvula,Appleton,2016,2016257,257,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,47873.6,6020,13760.1,22933.5,0,5160,0,0,0
mendotae,Appleton,2016,2016257,257,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,47873.6,6020,13760.1,22933.5,0,5160,0,0,0
mendotae,Appleton,2016,2016270,270,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,30960.3,5848,7052.1,14476.8,0,3153.4,0,430,0
mendotae,Appleton,2016,2016284,284,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,46225.4,7310.1,3225,30960.3,430,4300,0,0,0
parvula,Appleton,2016,2016300,300,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,573.3,35833.6,10320.1,1720,20640.2,573.3,1720,573.3,286.7,0
mendotae,Appleton,2016,2016300,300,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,35833.6,10320.1,1720,20640.2,573.3,1720,573.3,286.7,0
ceriodaphnia,Appleton,2016,2016312,312,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,15766.9,5446.7,286.7,6880.1,0,3153.4,0,0,0
mendotae,Appleton,2016,2016312,312,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,15766.9,5446.7,286.7,6880.1,0,3153.4,0,0,0
ceriodaphnia,Bishop,2016,2016200,200,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,148494.5,98614.1,4013.4,43000.3,0,2866.7,0,0,0
parvula,Bishop,2016,2016200,200,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,148494.5,98614.1,4013.4,43000.3,0,2866.7,0,0,0
mendotae,Bishop,2016,2016200,200,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,148494.5,98614.1,4013.4,43000.3,0,2866.7,0,0,0
parvula,Bishop,2016,2016216,216,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,84280.7,33540.3,0,47873.7,0,2580,0,286.7,0
ambigua,Bishop,2016,2016216,216,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,286.7,84280.7,33540.3,0,47873.7,0,2580,0,286.7,0
mendotae,Bishop,2016,2016216,216,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,84280.7,33540.3,0,47873.7,0,2580,0,286.7,0
pulicaria,Bishop,2016,2016228,228,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,573.3,63640.5,14906.8,573.3,47013.7,1146.7,0,0,0,0
parvula,Bishop,2016,2016228,228,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,63640.5,14906.8,573.3,47013.7,1146.7,0,0,0,0
mendotae,Bishop,2016,2016228,228,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,63640.5,14906.8,573.3,47013.7,1146.7,0,0,0,0
parvula,Bishop,2016,2016243,243,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,46153.7,11610.1,860,28953.6,573.3,3870,0,286.7,0
mendotae,Bishop,2016,2016243,243,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,46153.7,11610.1,860,28953.6,573.3,3870,0,286.7,0
parvula,Bishop,2016,2016257,257,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,57477.1,12613.4,860,33253.6,6450.1,4300,0,0,0
ambigua,Bishop,2016,2016257,257,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,57477.1,12613.4,860,33253.6,6450.1,4300,0,0,0
mendotae,Bishop,2016,2016257,257,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,57477.1,12613.4,860,33253.6,6450.1,4300,0,0,0
ambigua,Bishop,2016,2016270,270,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,109507.6,28810.2,286.7,39130.3,18633.5,22646.9,0,0,0
mendotae,Bishop,2016,2016270,270,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,109507.6,28810.2,286.7,39130.3,18633.5,22646.9,0,0,0
ambigua,Bishop,2016,2016284,284,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,157668,53033.8,286.7,50740.4,27090.2,24510.2,2006.7,0,0
mendotae,Bishop,2016,2016284,284,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,157668,53033.8,286.7,50740.4,27090.2,24510.2,2006.7,0,0
mendotae,Bishop,2016,2016300,300,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,99330.7,52460.4,0,24653.5,11180.1,4730,6306.7,0,0
ambigua,Bishop,2016,2016312,312,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,80554,26660.2,286.7,31533.6,4300,11180.1,6593.4,0,0
mendotae,Bishop,2016,2016312,312,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,80554,26660.2,286.7,31533.6,4300,11180.1,6593.4,0,0
ceriodaphnia,Bruin,2016,2016204,204,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,80697.4,6450.1,36120.3,18920.2,0,19206.8,0,0,0
parvula,Bruin,2016,2016204,204,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,80697.4,6450.1,36120.3,18920.2,0,19206.8,0,0,0
ambigua,Bruin,2016,2016204,204,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,80697.4,6450.1,36120.3,18920.2,0,19206.8,0,0,0
mendotae,Bruin,2016,2016204,204,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,80697.4,6450.1,36120.3,18920.2,0,19206.8,0,0,0
ceriodaphnia,Bruin,2016,2016218,218,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,131437.7,16626.8,51600.4,17200.1,0,46010.4,0,0,0
parvula,Bruin,2016,2016218,218,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,131437.7,16626.8,51600.4,17200.1,0,46010.4,0,0,0
ambigua,Bruin,2016,2016218,218,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,131437.7,16626.8,51600.4,17200.1,0,46010.4,0,0,0
mendotae,Bruin,2016,2016218,218,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,131437.7,16626.8,51600.4,17200.1,0,46010.4,0,0,0
ceriodaphnia,Bruin,2016,2016231,231,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,32336.3,6235.1,11696.1,3655,0,10750.1,0,0,0
parvula,Bruin,2016,2016231,231,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,32336.3,6235.1,11696.1,3655,0,10750.1,0,0,0
ambigua,Bruin,2016,2016231,231,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,32336.3,6235.1,11696.1,3655,0,10750.1,0,0,0
mendotae,Bruin,2016,2016231,231,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,32336.3,6235.1,11696.1,3655,0,10750.1,0,0,0
ceriodaphnia,Bruin,2016,2016245,245,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,84280.6,16770.1,1892,11008.1,0,54610.4,0,0,0
parvula,Bruin,2016,2016245,245,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,84280.6,16770.1,1892,11008.1,0,54610.4,0,0,0
ambigua,Bruin,2016,2016245,245,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,84280.6,16770.1,1892,11008.1,0,54610.4,0,0,0
mendotae,Bruin,2016,2016245,245,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,84280.6,16770.1,1892,11008.1,0,54610.4,0,0,0
ceriodaphnia,Bruin,2016,2016260,260,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,59698.8,16340.1,23650.2,6593.4,0,13115.1,0,0,0
parvula,Bruin,2016,2016260,260,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,59698.8,16340.1,23650.2,6593.4,0,13115.1,0,0,0
ambigua,Bruin,2016,2016260,260,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,59698.8,16340.1,23650.2,6593.4,0,13115.1,0,0,0
mendotae,Bruin,2016,2016260,260,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,59698.8,16340.1,23650.2,6593.4,0,13115.1,0,0,0
ceriodaphnia,Bruin,2016,2016273,273,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,65503.8,14190.1,4873.4,30100.2,0,16340.1,0,0,0
parvula,Bruin,2016,2016273,273,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,65503.8,14190.1,4873.4,30100.2,0,16340.1,0,0,0
ambigua,Bruin,2016,2016273,273,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,65503.8,14190.1,4873.4,30100.2,0,16340.1,0,0,0
mendotae,Bruin,2016,2016273,273,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,65503.8,14190.1,4873.4,30100.2,0,16340.1,0,0,0
ceriodaphnia,Bruin,2016,2016287,287,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,43860.4,8170.1,0,28380.2,0,7310.1,0,0,0
parvula,Bruin,2016,2016287,287,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,43860.4,8170.1,0,28380.2,0,7310.1,0,0,0
ambigua,Bruin,2016,2016287,287,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,43860.4,8170.1,0,28380.2,0,7310.1,0,0,0
mendotae,Bruin,2016,2016287,287,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,43860.4,8170.1,0,28380.2,0,7310.1,0,0,0
ceriodaphnia,Bruin,2016,2016302,302,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,12756.8,1576.7,286.7,10463.4,0,430,0,0,0
parvula,Bruin,2016,2016302,302,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,12756.8,1576.7,286.7,10463.4,0,430,0,0,0
ambigua,Bruin,2016,2016302,302,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,12756.8,1576.7,286.7,10463.4,0,430,0,0,0
mendotae,Bruin,2016,2016302,302,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,12756.8,1576.7,286.7,10463.4,0,430,0,0,0
ceriodaphnia,Bruin,2016,2016315,315,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,9460.1,860,0,8600.1,0,0,0,0,0
dubia,Bruin,2016,2016315,315,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,9460.1,860,0,8600.1,0,0,0,0,0
parvula,Bruin,2016,2016315,315,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,9460.1,860,0,8600.1,0,0,0,0,0
ambigua,Bruin,2016,2016315,315,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,9460.1,860,0,8600.1,0,0,0,0,0
mendotae,Bruin,2016,2016315,315,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,9460.1,860,0,8600.1,0,0,0,0,0
pulicaria,Cedar,2016,2016207,207,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,108217.6,64500.5,0,36120.3,286.7,7310.1,0,0,0
parvula,Cedar,2016,2016207,207,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,108217.6,64500.5,0,36120.3,286.7,7310.1,0,0,0
ambigua,Cedar,2016,2016207,207,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,108217.6,64500.5,0,36120.3,286.7,7310.1,0,0,0
mendotae,Cedar,2016,2016207,207,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,108217.6,64500.5,0,36120.3,286.7,7310.1,0,0,0
parvula,Cedar,2016,2016222,222,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,45938.8,34973.6,0,7525.1,1146.7,2293.4,0,0,0
ambigua,Cedar,2016,2016222,222,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,45938.8,34973.6,0,7525.1,1146.7,2293.4,0,0,0
mendotae,Cedar,2016,2016222,222,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,45938.8,34973.6,0,7525.1,1146.7,2293.4,0,0,0
pulicaria,Cedar,2016,2016236,236,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,24080.2,17200.1,0,6880.1,0,0,0,0,0
parvula,Cedar,2016,2016236,236,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,24080.2,17200.1,0,6880.1,0,0,0,0,0
ambigua,Cedar,2016,2016236,236,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,24080.2,17200.1,0,6880.1,0,0,0,0,0
mendotae,Cedar,2016,2016236,236,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,24080.2,17200.1,0,6880.1,0,0,0,0,0
parvula,Cedar,2016,2016251,251,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,34400.3,18920.2,0,15480.1,0,0,0,0,0
ambigua,Cedar,2016,2016251,251,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,34400.3,18920.2,0,15480.1,0,0,0,0,0
mendotae,Cedar,2016,2016251,251,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,34400.3,18920.2,0,15480.1,0,0,0,0,0
pulicaria,Cedar,2016,2016263,263,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,35260.3,13186.8,0,22073.5,0,0,0,0,0
ceriodaphnia,Cedar,2016,2016263,263,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,35260.3,13186.8,0,22073.5,0,0,0,0,0
parvula,Cedar,2016,2016263,263,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,35260.3,13186.8,0,22073.5,0,0,0,0,0
ambigua,Cedar,2016,2016263,263,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,35260.3,13186.8,0,22073.5,0,0,0,0,0
mendotae,Cedar,2016,2016263,263,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,35260.3,13186.8,0,22073.5,0,0,0,0,0
pulicaria,Cedar,2016,2016278,278,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,48590.4,23650.2,0,24940.2,0,0,0,0,0
ceriodaphnia,Cedar,2016,2016278,278,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,48590.4,23650.2,0,24940.2,0,0,0,0,0
dubia,Cedar,2016,2016278,278,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,48590.4,23650.2,0,24940.2,0,0,0,0,0
parvula,Cedar,2016,2016278,278,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,48590.4,23650.2,0,24940.2,0,0,0,0,0
ambigua,Cedar,2016,2016278,278,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,48590.4,23650.2,0,24940.2,0,0,0,0,0
mendotae,Cedar,2016,2016278,278,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,48590.4,23650.2,0,24940.2,0,0,0,0,0
pulicaria,Cedar,2016,2016291,291,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,107070.9,45150.4,0,61920.5,0,0,0,0,0
ceriodaphnia,Cedar,2016,2016291,291,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,107070.9,45150.4,0,61920.5,0,0,0,0,0
dubia,Cedar,2016,2016291,291,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,107070.9,45150.4,0,61920.5,0,0,0,0,0
parvula,Cedar,2016,2016291,291,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,107070.9,45150.4,0,61920.5,0,0,0,0,0
ambigua,Cedar,2016,2016291,291,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,107070.9,45150.4,0,61920.5,0,0,0,0,0
mendotae,Cedar,2016,2016291,291,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,107070.9,45150.4,0,61920.5,0,0,0,0,0
